person_id,hh_id,exercise,exercise_sidewalk,exercise_open_street,exercise_plaza,exercise_park,exercise_trail,exercise_other,bike_num_days,bike_num_days_cms,bike_purpose_recreation,bike_purpose_grocery,bike_purpose_shopping,bike_purpose_medical,bike_purpose_visit_friend,bike_purpose_work,bike_purpose_work_related,bike_purpose_other,bike_purpose_appointment_cms,bike_purpose_commute_cms,bike_purpose_errands_cms,bike_purpose_recreation_cms,bike_purpose_transit_cms,bike_purpose_other_cms,bike_type_owned,bike_type_borrowed,bike_type_bike_share,bike_type_other,shopping_food_in_store,shopping_food_grocery_pick_up,shopping_food_grocery_delivery,shopping_food_restaurant_pick_up,shopping_food_restaurant_delivery,delivery_major_retailer,delivery_small_retailer,delivery_home,delivery_work,delivery_other_location,delivery_service,modes_used_household_vehicle,modes_used_other_vehicle,modes_used_tnc,modes_used_bus,modes_used_subway,modes_used_rail,modes_used_ferry,modes_used_walk,modes_used_scooter,trip_purpose_work,trip_purpose_food,trip_purpose_shopping,trip_purpose_social,trip_purpose_exercise,trip_purpose_drop_off,trip_purpose_other,mode_change_food,mode_change_errands,food_mode,errand_mode,medical_appointment,medical_telehealth,medical_other_virtual,medical_postponed,medical_none,medical_mode,modes_before_household_vehicle,modes_during_household_vehicle,modes_before_other_vehicle,modes_during_other_vehicle,modes_before_tnc,modes_during_tnc,modes_before_bus,modes_during_bus,modes_before_subway,modes_during_subway,modes_before_rail,modes_during_rail,modes_before_ferry,modes_during_ferry,modes_before_walk,modes_during_walk,modes_before_bike,modes_during_bike,modes_before_scooter,modes_during_scooter,bike_freq,bike_freq_cms,car_use,employment_before,industry_before,telework_before,employment,employment_change_laid_off,employment_change_left_job,employment_change_furloughed_with_pay,employment_change_furloughed_without_pay,employment_change_reduced_hours,employment_change_pay_cut,employment_change_pay_increased,employment_change_pay_structure,employment_change_none,essential,industry,job_type,work_mode,work_mode_cms,bus_attitude_none,bus_attitude_temperature,bus_attitude_empty_seats,bus_attitude_limit_passengers,bus_attitude_stops,bus_attitude_all,subway_attitude_none,subway_attitude_temperature,subway_attitude_empty_seats,subway_attitude_limit_passengers,subway_attitude_all,attitude_telework,attitude_walk,attitude_open_street,attitude_bike,attitude_drive,attitude_bus,attitude_grocery_delivery,attitude_grocery_pick_up,attitude_grocery_in_store,attitude_stay_home,residence_type,changed_home,changed_num_adults,changed_num_children,changed_student,changed_vehicles,changed_income,changed_other,changed_none,home_cms_zone,num_people,num_people_cms,num_people_combined,age_12_under_reported,age_13_17_reported,age_18_64_reported,age_65_over_reported,age_12_under_imputed,age_13_17_imputed,age_18_64_imputed,age_65_over_imputed,age_cms,student,student_cms,num_vehicles,num_vehicles_cms,num_vehicles_combined,income,income_cms,income_combined,num_bicycles_cms,race_american_indian_cms,race_asian_cms,race_black_cms,race_native_hawaiian_cms,race_white_cms,race_other_cms,ethnicity_cms,education_cms,gender_cms,disability_concentrating_cms,disability_dressing_cms,disability_hearing_cms,disability_mobility_cms,disability_seeing_cms,disability_walking_cms,disability_none_cms,weight
19154775301,191547753,0,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,2,0,0,0,1,0,995,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,4,4,1,1,7,6,1,0,0,0,0,0,1,0,1,0,2,995,1,995,105,1,2,2,1,1,2,995,995,995,995,995,3,1,1,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,1,Inner Brooklyn,995,3,3,0,0,1,2,0,0,1,2,5,995,0,995,1,1,995,3,3,0,0,1,0,0,0,0,1,7,1,0,0,0,0,0,0,1,393.96516
1915494501,19154945,1,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,995,2,0,0,0,0,1,995,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,9,8,1,0,0,0,0,0,1,0,0,0,2,995,1,995,995,995,995,995,995,995,995,4,2,2,2,1,5,2,2,3,1,3,4,3,1,2,1,0,0,0,0,0,0,0,1,Upper Manhattan,995,3,3,0,0,1,1,0,0,2,1,5,995,0,995,1,1,995,2,2,0,0,0,1,0,0,0,997,6,1,0,0,0,0,0,0,1,388.55387
1915530601,19155306,0,995,995,995,995,995,995,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,995,995,0,0,1,1,0,995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,995,5,995,995,5,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,1,1,1,1,995,995,995,995,995,995,1,3,1,1,4,2,2,3,1,1,0,1,0,1,0,0,0,0,Southern Bronx,3,3,3,0,0,3,0,0,0,3,0,4,5,1,995,0,0,995,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1146.83768
19156030201,191560302,4,1,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,1,0,1,0,0,0,995,995,995,995,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,1,0,995,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,2,4,995,1,17,8,5,1,0,0,0,0,0,0,0,0,995,995,995,995,105,4,2,2,2,3,1,995,995,995,995,995,995,1,1,1,5,3,1,1,5,3,1,0,0,0,0,0,0,0,1,Inner Brooklyn,995,1,1,0,0,1,0,0,0,1,0,6,995,0,995,0,0,995,1,1,1,0,0,0,0,1,0,1,7,2,0,0,0,0,0,0,1,1561.02034
1915634601,19156346,3,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,2,0,0,4,0,2,1,1,0,0,0,6,0,0,0,0,0,0,0,0,2,4,6,0,0,0,0,2,2,995,995,0,0,1,1,0,995,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,1,1,17,8,1,0,0,0,0,0,0,0,0,1,1,997,2,1,105,995,995,995,995,995,995,5,2,2,2,2,4,4,3,5,1,5,4,3,2,2,1,0,0,0,0,0,0,0,1,Northern Bronx,995,6,6,3,1,1,0,3,1,2,0,5,995,0,995,1,1,995,2,2,3,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,910.04149
1915665301,19156653,5,1,0,0,0,0,0,1,995,1,0,0,0,0,0,-9999,0,0,0,0,1,0,0,1,0,0,0,2,0,2,1,0,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,995,995,0,0,0,0,1,995,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,5,2,1,3,3,3,3,0,0,1,0,0,0,0,0,0,2,995,1,995,105,995,995,995,995,995,995,1,2,2,1,2,3,2,3,3,2,3,4,2,3,2,2,995,0,0,1,0,0,0,0,Outer Queens,4,4,4,2,0,1,0,2,0,2,0,5,2,0,995,2,2,995,5,5,2,0,1,0,0,0,0,997,6,2,0,0,0,0,0,0,1,508.09639
1915741401,19157414,5,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,3,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,2,2,995,995,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,2,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,100,5,3,3,3,3,3,995,995,995,995,995,995,2,3,5,1,5,4,4,1,4,1,0,0,0,0,1,0,0,0,Outer Queens,995,2,2,0,0,0,2,0,0,0,2,9,995,0,1,1,1,995,4,4,1,0,0,0,0,1,0,1,5,2,0,0,0,0,0,0,1,1398.49926
1915746901,19157469,3,1,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,995,3,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,5,5,1,1,15,8,1,0,0,0,0,0,0,0,0,1,2,995,1,995,102,2,2,2,2,2,2,995,995,995,995,995,2,2,3,4,2,3,4,4,2,2,1,0,0,0,0,0,0,0,1,Staten Island,995,4,4,1,0,2,0,1,0,3,0,7,995,0,995,0,0,995,5,5,2,0,0,1,0,1,0,1,6,1,0,0,0,0,0,0,1,647.52909
1915828001,19158280,5,1,0,0,1,1,0,0,0,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,1,1,9,1,0,1,1,1,0,995,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,3,2,995,2,11,8,6,0,0,1,1,0,0,0,0,0,995,995,995,995,105,4,2,2,2,3,1,995,995,995,995,995,995,1,3,2,1,2,2,2,2,2,1,0,1,0,0,0,0,0,0,Upper Manhattan,1,2,1,0,0,1,0,0,0,1,0,4,995,1,995,0,0,995,3,3,1,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,168.85823
1915915801,19159158,7,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,1,0,0,1,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,2,5,1,7,0,0,1,1,10,2,0,1,0,1,0,995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,5,5,5,5,5,995,995,995,995,995,995,3,1,5,1,5,1,3,1,2,5,995,1,0,0,0,0,0,0,Outer Queens,3,2,3,0,0,1,2,0,0,1,2,10,995,0,995,3,3,995,999,999,2,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,1486.67681
1915930801,19159308,4,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,2,0,2,0,0,0,1,0,0,4,0,0,0,0,0,4,0,1,0,0,0,0,2,2,995,995,0,1,0,0,0,995,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,5,5,995,1,11,8,1,0,0,0,1,0,0,0,0,0,1,997,3,4,105,1,5,1,5,3,5,995,995,995,995,995,5,3,1,5,3,1,4,3,2,5,1,0,0,1,0,0,0,0,0,Outer Brooklyn,2,3,2,0,0,2,0,0,0,2,0,8,995,0,995,1,1,995,4,4,0,0,0,1,0,1,0,1,6,1,0,0,0,0,0,0,1,6635.96558
19160190501,191601905,5,1,0,0,1,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,6,0,1,1,2,1,5,0,0,1,2,9,995,0,1,1,0,0,995,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,5,995,1,1,4,5,1,0,0,0,0,0,0,0,0,995,995,995,995,105,995,995,995,995,995,995,2,1,2,1,1,995,1,2,5,5,4,4,4,1,2,1,0,1,0,0,0,1,0,0,Upper Manhattan,2,1,2,0,0,2,0,0,0,2,0,6,995,0,995,0,0,6,6,6,0,999,999,999,999,999,999,1,7,1,0,0,0,0,0,0,1,163.98925
1916053401,19160534,6,1,0,0,1,1,0,0,0,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,3,0,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,6,5,3,0,1,1,2,2,0,0,0,0,1,995,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,17,7,5,0,0,0,1,0,0,0,0,0,995,995,995,995,105,1,2,2,2,2,2,995,995,995,995,995,995,3,2,3,2,2,4,3,2,2,1,1,0,0,0,0,0,0,0,Outer Brooklyn,995,2,2,0,0,1,0,0,0,2,0,7,995,0,995,1,1,995,2,2,0,0,0,0,0,1,0,1,6,2,0,0,0,0,0,0,1,750.46511
1916109901,19161099,7,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,0,0,1,3,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,5,7,5,3,3,0,0,2,2,995,995,0,0,0,0,1,995,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,5,995,1,8,8,1,0,0,0,0,0,0,0,0,1,1,7,3,5,105,995,995,995,995,995,995,1,1,1,1,1,4,2,4,4,4,5,2,4,2,5,1,0,0,0,0,0,0,0,1,Northern Bronx,995,4,4,2,0,2,0,2,0,2,0,7,995,0,995,1,1,995,6,6,2,0,0,0,0,1,0,1,7,2,0,0,0,0,0,0,1,905.513
1916240801,19162408,4,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,2,0,3,2,4,0,0,0,4,0,0,0,0,0,0,4,0,4,3,1,0,4,0,0,1,1,2,9,0,0,0,1,0,995,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,1,1,8,8,1,0,0,0,0,0,0,0,0,1,1,7,3,1,100,4,2,2,2,3,2,995,995,995,995,995,1,4,2,3,1,1,2,1,3,3,1,1,1,0,0,0,0,0,0,Outer Queens,2,2,2,0,0,1,0,0,0,2,0,5,995,0,995,2,2,995,5,5,0,0,1,0,0,0,0,1,-9998,1,0,0,0,0,0,0,1,447.23422
1916350701,19163507,6,0,0,0,1,0,0,6,995,1,1,0,0,0,0,-9999,0,0,0,0,1,0,0,0,1,0,0,4,2,1,4,2,2,2,6,0,0,0,0,0,0,4,2,0,0,0,0,5,2,1,1,6,2,1,1,1,5,5,0,0,0,1,0,995,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,1,1,13,8,1,0,0,0,0,1,0,0,0,0,1,10,3,1,102,2,2,2,2,2,2,995,995,995,995,995,3,2,2,2,2,2,2,2,4,2,1,0,0,0,0,0,1,0,0,Northern Bronx,995,1,1,2,0,2,0,-9999,-9999,-9999,-9999,6,995,0,995,0,0,2,2,2,0,0,0,0,0,0,1,997,6,2,0,0,0,0,0,0,1,911.48043
1916379801,19163798,7,1,0,1,1,1,0,0,995,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,7,0,0,2,1,995,9,1,0,0,1,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,4,995,1,4,5,1,0,0,0,0,0,0,0,1,0,2,995,3,5,105,995,995,995,995,995,995,1,1,1,1,1,2,1,1,2,2,5,3,3,3,2,1,0,0,0,0,0,0,0,1,Upper Manhattan,995,2,2,0,0,2,0,0,0,2,0,7,995,0,995,0,0,995,6,6,2,0,0,0,0,1,0,1,6,2,0,0,0,0,0,0,1,1312.09
1916576401,19165764,2,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,4,0,6,0,0,0,1,5,0,0,0,0,0,0,0,5,0,1,0,7,0,0,1,1,2,2,0,1,0,0,0,995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,17,8,1,0,0,0,0,0,0,0,0,1,1,11,4,2,100,995,995,995,995,995,995,5,3,2,2,2,3,2,1,3,1,4,4,2,2,2,1,0,0,0,0,0,0,0,1,Outer Brooklyn,995,4,4,2,0,2,0,2,0,2,0,6,995,0,995,1,1,995,5,5,3,0,0,1,0,0,0,1,6,2,0,0,0,0,0,0,1,3036.70158
1916589801,19165898,7,1,0,0,0,0,0,5,0,0,0,0,0,0,1,-9999,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,0,1,2,3,0,0,0,5,0,0,1,0,0,0,5,0,5,5,0,0,7,2,0,1,1,9,2,0,0,0,0,1,995,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,2,2,1,1,1,8,2,1,0,0,1,0,0,0,0,0,1,5,3,1,105,2,3,2,2,3,3,995,995,995,995,995,1,2,1,2,1,1,3,3,1,1,1,0,0,0,0,0,0,0,1,Outer Brooklyn,995,2,2,0,0,2,0,0,0,2,0,7,995,0,995,1,1,995,3,3,4,0,1,0,0,0,0,1,6,2,0,0,0,0,0,0,1,443.18792
1916634301,19166343,3,1,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,3,1,4,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,1,995,9,0,0,0,0,1,995,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,5,995,1,18,7,1,0,0,0,0,1,1,0,0,0,1,997,4,5,105,995,995,995,995,995,995,3,2,2,1,2,1,2,1,3,2,5,3,3,3,1,1,0,0,0,0,0,0,0,1,Upper Manhattan,995,2,2,0,0,2,0,0,0,2,0,5,995,0,995,0,0,995,5,5,0,0,0,0,0,1,0,1,7,2,0,0,0,0,0,0,1,652.34928
1916709401,19167094,0,995,995,995,995,995,995,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,1,995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,995,1,7,2,1,0,0,0,0,0,0,0,0,1,998,997,1,995,105,995,995,995,995,995,995,4,4,2,2,1,1,1,3,3,1,3,1,1,3,1,1,0,0,0,0,0,0,0,1,Inner Queens,995,1,1,0,0,1,0,0,0,1,0,5,995,0,995,0,0,995,1,1,0,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,16695.84569
1916994301,19169943,7,1,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,0,3,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,0,0,1,1,2,2,1,0,1,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,1,1,7,8,1,0,0,0,0,0,0,0,0,1,2,995,1,995,105,995,995,995,995,995,995,5,2,2,2,1,1,2,1,5,4,5,1,5,5,1,5,995,0,0,0,1,0,0,0,Outside of New York City,2,2,2,0,0,2,0,0,0,2,0,7,995,0,2,1,2,995,6,6,4,0,0,0,0,1,0,1,7,1,0,0,0,0,0,0,1,516.11164
1917069101,19170691,0,995,995,995,995,995,995,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,995,995,0,1,1,1,0,995,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,5,995,1,7,2,1,0,0,0,0,0,0,0,0,1,2,995,1,995,102,5,4,4,4,4,4,995,995,995,995,995,1,1,3,5,1,2,2,2,2,1,1,0,1,0,0,0,0,0,0,Southern Bronx,6,4,6,0,0,3,2,0,0,4,2,4,995,0,995,2,2,995,5,5,1,0,0,0,0,1,0,997,6,1,0,0,0,0,0,0,1,12476.88453
1917337501,19173375,2,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,997,997,1,0,0,1,0,997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,995,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,2,2,1,995,1,1,5,5,3,5,5,1,5,1,0,0,0,0,0,0,0,1,Inner Queens,995,2,2,0,0,0,2,0,0,0,2,9,995,0,995,1,1,995,5,5,0,0,0,0,0,1,0,1,7,1,0,0,0,0,0,0,1,351.04985
1917351601,19173516,2,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,1,9,9,0,0,0,0,1,995,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,5,995,1,5,8,2,0,0,0,0,1,0,0,1,0,2,995,1,995,105,3,3,3,3,3,3,995,995,995,995,995,4,2,3,3,2,4,4,4,2,4,1,0,0,0,0,0,1,0,0,Upper Manhattan,995,1,1,0,0,1,0,0,0,1,0,8,995,0,995,0,0,4,3,4,0,0,1,0,0,1,0,1,6,1,0,0,0,0,0,0,1,514.4313
1917361701,19173617,3,1,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,0,0,0,1,0,0,995,995,995,995,1,0,1,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,1,2,9,995,0,1,0,1,0,995,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,4,4,995,1,7,5,1,0,0,0,0,0,0,0,1,0,2,995,1,995,105,4,2,2,2,2,1,995,995,995,995,995,2,2,1,3,2,4,4,3,2,1,1,0,0,0,0,0,1,0,0,Outer Brooklyn,995,2,2,0,0,2,0,0,0,2,0,5,995,0,995,0,0,5,5,5,1,0,0,0,0,0,1,997,6,1,0,0,0,0,0,0,1,427.55902
1917376001,19173760,0,995,995,995,995,995,995,0,0,995,995,995,995,995,995,995,995,0,1,1,1,0,0,995,995,995,995,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,0,1,0,0,0,0,1,1,9,9,0,0,0,0,1,995,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,1,2,1,997,8,1,0,0,0,0,0,0,0,0,1,998,8,3,4,102,995,995,995,995,995,995,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,0,0,0,1,0,0,0,0,Southern Bronx,995,3,3,0,0,2,1,0,0,2,1,7,3,0,995,1,1,995,4,4,1,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,1,1077.0482
1917517501,19175175,7,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,2,2,995,995,1,0,0,0,0,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,15,8,3,0,0,0,0,0,0,0,0,1,2,995,1,995,995,1,3,3,3,3,3,995,995,995,995,995,2,3,3,3,1,2,5,5,1,3,1,0,0,0,0,0,0,0,1,Northern Bronx,995,1,1,0,0,1,0,0,0,1,0,8,995,0,995,1,1,995,2,2,1,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,288.94149
1917712401,19177124,4,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,1,1,1,0,0,0,1,0,995,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,5,995,1,7,5,1,0,0,0,0,0,0,0,0,1,2,995,1,995,995,4,2,2,3,2,2,995,995,995,995,995,4,2,2,5,2,2,2,3,4,3,1,0,0,0,0,0,0,0,1,Manhattan Core,995,1,1,0,0,1,0,0,0,1,0,7,995,0,995,0,0,995,3,3,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,1,990.17861
1917824801,19178248,3,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,1,5,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,2,2,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,5,1,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,4,3,3,1,995,2,2,2,1,2,2,1,5,1,1,0,0,0,0,0,0,0,1,Staten Island,995,4,4,2,0,2,0,2,0,2,0,5,995,0,995,2,2,995,5,5,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,189.34123
1917926001,19179260,0,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,7,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,2,995,995,1,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,995,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,1,1,1,1,995,995,995,995,995,995,4,3,5,3,1,4,3,1,3,1,0,0,0,0,0,0,0,1,Northern Bronx,995,1,1,0,0,1,0,0,0,1,0,6,995,0,995,0,0,995,1,1,0,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,248.09029
1917963301,19179633,2,0,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,995,995,0,0,0,0,1,995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,5,995,6,995,995,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,2,2,2,1,995,2,1,5,5,5,4,2,2,4,1,0,0,0,0,0,0,0,1,Northern Bronx,995,2,2,0,0,0,2,0,0,0,2,9,995,0,995,0,0,995,2,2,1,0,0,0,0,1,0,1,7,1,0,0,0,0,0,0,1,12010.53058
1918159801,19181598,2,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,0,1,1,5,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,5,3,0,0,7,0,1,1,3,3,1,0,0,1,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,3,997,1,5,1,0,0,0,0,0,0,0,0,995,995,995,995,995,2,2,2,2,2,2,995,995,995,995,995,995,1,2,3,2,2,1,2,4,2,1,0,0,0,0,0,0,0,1,Northern Bronx,995,6,6,1,0,6,0,-9999,-9999,-9999,-9999,5,995,1,995,1,1,995,1,1,1,999,999,999,999,999,999,2,3,1,0,0,0,0,0,0,1,911.29437
