person_id,hh_id,exercise,exercise_sidewalk,exercise_open_street,exercise_plaza,exercise_park,exercise_trail,exercise_home,exercise_other,bike_num_days,bike_purpose_recreation,bike_purpose_grocery,bike_purpose_shopping,bike_purpose_medical,bike_purpose_visit_friend,bike_purpose_work,bike_purpose_work_related,bike_purpose_restaurant,bike_purpose_other,bike_type_owned,bike_type_borrowed,bike_type_bike_share,bike_type_other,shopping_food_in_store,shopping_food_grocery_pick_up,shopping_food_grocery_delivery,shopping_food_restaurant_pick_up,shopping_food_restaurant_delivery,shopping_food_restaurant_dine,delivery_major_retailer,delivery_small_retailer,delivery_home,delivery_work,delivery_other_location,delivery_service,modes_used_household_vehicle,modes_used_other_vehicle,modes_used_tnc,modes_used_bus,modes_used_subway,modes_used_rail,modes_used_ferry,modes_used_walk,modes_used_scooter,trip_purpose_work,trip_purpose_food,trip_purpose_restaurant,trip_purpose_shopping,trip_purpose_social,trip_purpose_exercise,trip_purpose_school,trip_purpose_drop_off,trip_purpose_other,food_mode,errand_mode,medical_appointment,medical_telehealth,medical_other_virtual,medical_postponed,medical_none,medical_mode,modes_used_june_household_vehicle,modes_used_june_other_vehicle,modes_used_june_tnc,modes_used_june_bus,modes_used_june_subway,modes_used_june_rail,modes_used_june_ferry,modes_used_june_walk,modes_used_june_bike,modes_used_june_scooter,modes_used_june_moped,car_use,bike_freq,vehicle_change,reduced_vehicle_cost,reduced_vehicle_parking,reduced_vehicle_no_need,reduced_vehicle_ridehailing,reduced_vehicle_carshare,reduced_vehicle_transit,reduced_vehicle_nyc_driving,reduced_vehicle_other,increased_vehicle_covid_modes,increased_vehicle_covid_needs,increased_vehicle_area,increased_vehicle_moved,increased_vehicle_job,increased_vehicle_unreliable,increased_vehicle_flexibility,increased_vehicle_new_driver,increased_vehicle_transport_hh_member,increased_vehicle_other,vehicle_no_change,employment_before,industry_before,telework_before,employment_status_change,employment,employment_change_new_job,employment_change_laid_off,employment_change_left_job,employment_change_furloughed_with_pay,employment_change_furloughed_without_pay,employment_change_reduced_hours,employment_change_increased_hours,employment_change_pay_cut,employment_change_pay_increased,employment_change_pay_structure,employment_change_none,industry,job_type,work_return,work_return_barriers_child_care,work_return_barriers_vaccine,work_return_barriers_family,work_return_barriers_other,work_return_barriers_none,work_mode,work_covid_protocols_hours,work_covid_protocols_telework,work_covid_protocols_health,work_covid_protocols_common_spaces,work_covid_protocols_mask,work_covid_protocols_other,work_covid_protocols_dont_know,work_covid_protocols_none,telework_future,attitude_transit_bus,attitude_transit_subway,attitude_transit_future,attitude_tnc,attitude_shared_tnc,attitude_telework,attitude_walk,attitude_bike,attitude_drive,attitude_bus,attitude_stay_home,attitude_nyc_surge,attitude_nyc_employment,attitude_nyc_activities,attitude_order,attitude_mask_indoor,attitude_mask_outdoor,changed_home,changed_num_adults,changed_num_children,changed_student,changed_vehicles,changed_other,changed_none,home_cms_zone,residence_type,move_nyc,move_elsewhere,num_people,age_5_under,age_5_12,age_13_17,age_18_64,age_65_over,student,student_location,num_vehicles,income,race_american_indian_cms,race_asian_cms,race_black_cms,race_native_hawaiian_cms,race_white_cms,race_other_cms,ethnicity_cms,age_cms,education_cms,disability_concentrating_cms,disability_dressing_cms,disability_hearing_cms,disability_mobility_cms,disability_seeing_cms,disability_walking_cms,disability_none_cms,bike_freq_cms,bike_num_days_cms,bike_purpose_appointment_cms,bike_purpose_commute_cms,bike_purpose_errands_cms,bike_purpose_recreation_cms,bike_purpose_transit_cms,bike_purpose_other_cms,work_mode_cms,gender_cms,weight
1927988601,19279886,0,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,1,0,2,3,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1,2,7,2,0,0,2,1,2,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,4,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,997,1,2,1,995,995,995,995,995,995,995,995,995,995,995,997,1,7,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,5,4,4,5,3,2,2,1,5,2,5,5,5,1,1,2,0,0,0,0,0,0,1,Upper Manhattan,1,1,995,1,0,0,0,1,0,995,995,1,5,0,0,1,0,0,0,3,6,7,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,995,1,2225.29174
1928322701,19283227,0,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,0,0,1,3,2,3,0,0,1,0,7,0,0,0,0,0,3,0,5,2,1,1,0,0,0,0,0,3,3,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,5,2,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,0,995,1,15,8,2,1,995,995,995,995,995,995,995,995,995,995,995,15,3,995,995,995,995,995,995,2,0,0,1,0,0,0,0,0,995,3,3,4,3,1,3,2,2,1,5,3,3,3,3,3,1,3,0,0,0,0,0,0,1,Northern Bronx,1,998,995,2,0,0,0,2,0,995,995,0,3,0,0,1,0,0,0,1,7,3,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,101,2,3887.61312
1928503201,19285032,2,1,1,0,0,1,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,1,995,1,0,0,0,0,0,0,0,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,11,2,995,1,0,0,0,0,0,0,0,0,0,1,0,11,1,2,0,1,0,0,0,995,995,995,995,995,995,995,995,995,6,2,3,1,3,5,2,4,3,1,2,1,5,5,5,1,1,1,0,1,0,0,0,0,0,Staten Island,995,1,995,3,1,0,0,2,0,995,995,3,5,0,1,0,0,0,0,1,6,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,104,1,534.54822
1928548501,19285485,4,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,1,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,4,2,1,0,0,0,9,9,0,0,0,0,1,995,0,0,0,0,1,0,0,1,1,0,0,995,2,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,5,995,995,2,1,995,995,995,995,995,995,995,995,995,995,995,17,1,6,0,1,0,0,0,995,995,995,995,995,995,995,995,995,5,4,995,1,2,5,2,4,2,2,4,4,2,3,2,1,1,2,0,0,0,0,0,0,1,Upper Manhattan,1,2,1,2,0,0,0,2,0,995,995,0,1,999,999,999,999,999,999,999,5,999,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,995,999,19473.10427
19286322601,192863226,3,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,7,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,9,6,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,4,16,7,2,4,995,995,995,995,995,995,995,995,995,995,995,16,4,995,995,995,995,995,995,4,1,0,1,0,1,0,0,0,995,995,1,995,1,3,1,1,4,3,1,2,5,5,5,1,1,1,0,0,0,0,0,0,1,Upper Manhattan,1,1,995,1,0,0,0,1,0,995,995,0,1,999,999,999,999,999,999,1,7,2,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,1,1,653.70191
1928753501,19287535,3,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,2,1,2,1,0,2,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,6,995,995,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,4,995,3,5,2,3,2,5,5,5,1,1,1,0,0,0,0,0,0,1,Inner Queens,2,1,995,3,0,1,0,2,0,995,995,0,1,0,0,1,0,0,0,1,7,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,995,2,239.3541
1928758801,19287588,2,1,1,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,1,1,0,2,0,2,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,3,9,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,995,4,2,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,1,995,3,4,1,2,3,995,995,995,995,995,995,995,995,995,995,995,4,1,7,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,5,4,3,5,1,1,2,3,1,2,5,5,3,1,1,1,0,0,0,0,0,0,1,Middle Queens,1,998,995,2,0,0,0,2,0,995,995,0,6,0,0,0,0,0,1,2,6,7,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,995,1,4200.20888
1928833101,19288331,3,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,1,0,1,0,2,0,2,0,0,2,3,0,1,0,0,0,0,0,0,0,2,0,3,1,1,0,3,0,1,9,1,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,6,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,7,8,2,1,995,995,995,995,995,995,995,995,995,995,995,7,1,2,1,0,0,0,0,995,995,995,995,995,995,995,995,995,6,3,3,1,1,2,1,2,5,1,2,1,5,5,5,1,1,1,0,0,0,0,0,0,1,Northern Bronx,1,1,995,3,0,2,0,1,0,995,995,1,4,0,0,1,0,0,1,4,6,-9998,0,0,0,0,0,0,1,-9998,995,-9998,-9998,-9998,-9998,-9998,-9998,100,1,1589.12704
1928878101,19288781,7,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,9,9,0,0,0,0,1,995,0,0,0,0,0,0,0,1,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,997,8,1,2,0,0,0,0,0,1,0,0,0,0,0,997,1,6,0,0,1,0,0,995,995,995,995,995,995,995,995,995,4,4,4,996,4,4,2,2,3,4,4,2,1,1,3,4,2,2,0,0,1,0,0,0,0,Manhattan Core,1,2,1,1,0,0,0,1,0,995,995,0,5,0,0,0,0,1,0,1,8,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,1,2,5221.07405
1928918301,19289183,1,1,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,9,9,1,1,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,4,8,2,1,995,995,995,995,995,995,995,995,995,995,995,4,1,6,0,1,0,0,0,995,995,995,995,995,995,995,995,995,6,3,995,1,3,4,2,1,1,3,4,2,5,5,5,1,1,1,0,0,0,0,0,0,1,Inner Queens,1,1,995,1,0,0,0,1,0,995,995,0,5,0,0,0,0,1,0,1,5,6,0,0,0,0,0,0,1,2,995,0,0,0,1,1,0,105,2,262.85467
1929193101,19291931,2,1,0,1,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,1,0,0,2,1,2,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,2,2,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,8,7,2,1,995,995,995,995,995,995,995,995,995,995,995,8,1,6,1,1,0,0,0,995,995,995,995,995,995,995,995,995,4,5,5,997,1,4,1,1,3,1,2,1,5,3,5,1,1,4,0,0,0,0,0,0,1,Outer Brooklyn,1,1,995,2,0,1,0,1,0,995,995,1,2,0,0,1,0,0,0,1,6,7,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,105,1,1255.04306
1929223301,19292233,7,0,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,6,0,3,0,5,5,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,995,4,1,0,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,4,5,2,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,2,3,995,2,3,2,2,3,4,4,4,2,1,2,0,0,0,0,0,0,1,Middle Queens,1,1,995,2,0,0,0,1,1,995,995,0,4,0,0,0,0,1,0,1,9,5,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,995,2,11047.03259
1929233701,19292337,3,1,1,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,4,0,0,6,2,0,1,2,5,0,0,0,0,0,0,1,0,0,0,7,0,0,6,0,4,0,5,0,2,0,9,9,0,0,0,0,1,995,1,0,0,0,0,0,0,1,0,0,0,2,4,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,11,8,1,7,0,0,0,0,1,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,4,2,1,4,5,995,2,3,2,5,2,2,2,3,1,1,1,0,0,0,0,0,1,0,Southern Bronx,1,2,1,4,0,0,0,4,0,995,995,0,2,0,0,0,0,1,0,997,5,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,105,2,1287.96541
1929465701,19294657,7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,2,2,0,0,0,0,1,995,1,0,0,0,0,0,0,0,0,0,0,1,4,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,4,8,2,1,995,995,995,995,995,995,995,995,995,995,995,4,1,6,0,1,0,0,0,995,995,995,995,995,995,995,995,995,5,5,5,1,4,5,1,3,3,2,2,1,3,3,3,1,1,1,0,0,0,0,0,0,1,Outer Queens,1,1,995,2,0,0,0,2,0,995,995,1,3,0,1,0,0,0,0,1,5,6,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,105,1,231.14597
1929469701,19294697,3,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,3,0,5,0,4,4,5,5,5,5,0,0,0,5,3,0,0,0,0,0,2,0,1,0,0,0,2,0,2,2,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,8,4,995,1,0,0,0,0,0,0,0,0,0,0,1,8,1,7,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,995,995,2,2,3,2,2,3,2,4,4,3,4,4,4,2,0,1,0,0,0,0,0,Outer Queens,995,1,995,12,3,3,3,1,3,995,995,2,2,0,0,0,0,1,0,1,7,-9998,999,999,999,999,999,999,999,-9998,995,-9998,-9998,-9998,-9998,-9998,-9998,105,1,11683.28116
1929558501,19295585,2,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,1,1,0,0,2,1,3,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,3,1,0,0,3,0,2,9,0,0,0,0,1,995,1,0,0,0,0,0,0,1,0,0,0,2,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,12,6,995,1,0,0,0,0,0,0,0,0,0,0,1,12,2,995,995,995,995,995,995,1,0,0,1,1,1,0,0,0,4,4,3,4,5,5,2,3,3,2,4,3,3,3,3,2,1,1,0,0,0,0,0,0,1,Outer Brooklyn,995,998,995,3,0,2,0,1,0,995,995,2,999,0,1,0,0,0,0,1,6,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,100,2,6215.30155
1929694101,19296941,0,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,995,0,1,0,0,0,0,0,0,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,17,7,2,1,995,995,995,995,995,995,995,995,995,995,995,8,1,3,0,1,0,0,0,995,995,995,995,995,995,995,995,995,6,3,2,1,3,5,1,2,5,2,5,2,5,5,5,3,1,1,0,0,0,0,0,0,1,Northern Bronx,1,1,995,1,0,0,0,1,0,995,995,0,5,0,1,0,0,0,0,1,5,7,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,105,2,288.55137
1929811601,19298116,0,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,9,9,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,997,8,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,995,995,1,2,995,2,3,3,3,2,5,4,3,1,1,1,0,0,0,0,0,0,1,Middle Queens,1,998,995,1,0,0,0,0,1,995,995,0,2,0,0,0,0,1,0,1,9,3,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,105,2,690.6781
1929924801,19299248,1,0,0,0,0,0,0,1,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,9,0,1,0,0,0,995,0,0,0,0,0,0,0,1,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,6,995,995,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,5,996,5,5,995,1,3,1,1,1,5,5,5,1,1,1,0,0,0,0,0,0,1,Upper Manhattan,1,1,995,1,0,0,0,1,0,995,995,0,1,999,999,999,999,999,999,3,6,5,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,995,1,231.91186
1929957201,19299572,7,1,0,1,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,2,1,1,5,1,5,0,0,0,7,0,0,0,0,0,0,7,0,0,3,1,6,0,6,0,7,0,9,2,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,1,6,995,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,1,995,995,995,995,995,995,995,995,995,5,4,4,1,4,4,2,3,5,4,4,2,5,5,5,2,1,1,0,0,0,0,0,0,1,Inner Queens,995,1,995,1,0,0,0,1,0,995,995,1,5,0,1,0,0,0,0,1,5,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,105,2,261.21518
1930016201,19300162,4,1,0,0,0,0,1,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,2,7,7,0,3,0,3,0,0,1,0,1,4,0,0,0,0,2,0,0,6,0,2,3,4,0,1,0,4,9,1,0,0,1,0,4,0,1,1,0,0,0,0,1,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,2,8,8,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,5,4,1,4,995,4,5,1,2,1,5,5,5,1,1,1,0,0,0,0,0,0,1,Upper Manhattan,1,1,995,4,0,1,0,3,0,995,995,0,2,0,0,1,0,1,0,1,5,6,0,0,0,1,0,1,0,5,0,995,995,995,995,995,995,105,1,28407.68617
1930022201,19300222,1,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9,9,1,1,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,2,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,1,14,8,2,1,995,995,995,995,995,995,995,995,995,995,995,997,2,995,995,995,995,995,995,2,1,1,1,1,1,0,0,0,6,5,5,1,1,5,1,1,2,1,4,1,5,5,5,1,1,1,0,0,0,0,0,0,1,Inner Queens,1,998,995,1,0,0,0,1,0,995,995,0,5,0,0,0,0,1,0,1,6,6,0,0,0,0,0,0,1,4,995,0,0,0,1,0,0,105,1,277.7452
1930118801,19301188,6,1,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,9,9,0,0,0,0,1,995,0,0,0,0,0,0,0,1,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,4,8,2,1,995,995,995,995,995,995,995,995,995,995,995,997,1,6,0,1,0,1,0,995,995,995,995,995,995,995,995,995,6,4,4,1,2,3,1,1,3,2,3,1,5,4,4,1,1,2,0,0,0,0,0,0,1,Upper Manhattan,1,1,995,1,0,0,0,1,0,995,995,0,5,0,0,0,0,1,0,1,5,6,0,0,0,0,0,0,1,5,0,995,995,995,995,995,995,105,1,7404.31192
1930158501,19301585,3,1,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,9,9,0,0,0,1,0,995,0,0,0,0,0,0,0,1,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,3,997,8,2,5,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,5,4,5,5,995,1,2,1,2,1,3,2,1,1,1,1,0,0,0,0,0,0,1,Manhattan Core,1,998,995,2,0,0,0,2,0,995,995,0,4,0,0,0,0,1,0,1,7,7,0,0,0,0,0,0,1,5,0,995,995,995,995,995,995,995,2,840.23809
1930344901,19303449,1,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,2,1,1,2,3,0,0,0,0,0,2,0,0,0,0,4,0,0,1,1,2,1,1,0,0,0,9,9,0,1,0,0,0,995,0,0,1,0,0,0,0,1,0,0,0,995,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,18,6,2,1,995,995,995,995,995,995,995,995,995,995,995,18,1,6,0,1,0,0,0,995,995,995,995,995,995,995,995,995,4,4,4,1,1,4,2,2,4,4,5,2,5,4,5,1,1,2,1,0,0,0,0,0,0,Inner Brooklyn,1,1,995,1,0,0,0,1,0,995,995,0,3,0,0,0,0,1,0,1,5,6,0,0,0,0,0,0,1,5,0,995,995,995,995,995,995,105,1,745.85133
1930442601,19304426,0,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,995,1,0,1,0,0,0,0,0,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,6,995,995,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,5,5,996,1,4,995,2,5,1,3,1,2,2,2,1,1,1,0,0,1,0,0,0,0,Southern Bronx,1,1,995,4,1,0,1,2,0,995,995,0,999,0,0,0,0,0,1,3,6,1,1,0,0,0,0,1,0,6,0,995,995,995,995,995,995,995,1,330.61781
1930460801,19304608,4,1,0,0,0,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,2,0,0,1,1,0,5,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,2,0,0,0,0,1,995,1,0,0,0,0,0,0,0,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,3,1,7,8,995,1,0,0,0,0,0,0,0,0,0,0,1,7,1,2,0,0,0,0,1,995,995,995,995,995,995,995,995,995,6,3,3,996,2,5,1,1,3,1,3,1,3,3,3,1,1,1,0,0,0,0,0,0,1,Southern Bronx,995,998,995,3,0,0,1,2,0,995,995,0,2,0,0,1,0,0,0,3,5,6,0,0,0,0,0,0,1,5,995,995,995,995,995,995,995,101,1,12664.49318
1930582901,19305829,0,995,995,995,995,995,995,995,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,6,995,995,2,6,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,2,4,4,1,5,995,3,3,1,2,1,5,5,5,2,1,1,0,0,0,0,0,0,1,Staten Island,1,1,995,3,0,0,0,1,2,995,995,3,5,0,0,0,0,1,0,1,9,5,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,995,2,789.88908
1930714401,19307144,3,1,0,0,1,0,0,0,0,995,995,995,995,995,995,995,995,995,995,995,995,995,0,0,0,1,2,0,0,1,2,0,0,0,0,2,0,0,1,0,0,5,0,0,1,0,2,0,2,0,0,0,9,3,1,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,1,6,2,995,995,995,995,995,995,995,995,1,0,0,0,0,0,0,0,0,0,995,3,10,6,3,3,0,0,0,0,1,1,0,0,0,0,0,10,1,6,0,1,0,0,0,995,995,995,995,995,995,995,995,995,6,4,4,4,2,5,1,2,5,1,3,1,2,2,2,1,1,1,0,0,0,0,0,0,1,Upper Manhattan,1,2,1,2,0,0,0,2,0,995,995,0,999,999,999,999,999,999,999,999,5,7,999,999,999,999,999,999,999,6,995,995,995,995,995,995,995,105,4,3975.90342
1930967101,19309671,0,995,995,995,995,995,995,995,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,10,9,0,0,0,1,0,995,0,0,0,0,0,0,0,0,1,0,0,995,1,3,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,995,1,1,7,6,2,1,995,995,995,995,995,995,995,995,995,995,995,7,1,6,0,0,0,0,1,995,995,995,995,995,995,995,995,995,6,5,5,4,5,5,2,2,1,2,2,1,5,5,5,1,1,1,0,0,0,0,0,0,1,Upper Manhattan,1,1,995,2,0,0,0,2,0,995,995,0,5,0,0,0,0,1,0,1,5,7,0,0,0,0,0,0,1,4,1,0,1,1,1,0,0,103,1,928.57269
